NA_ID,NEIGHB_NAME,MostCommonPropertyUse,Bedrooms,CurrentTotal,NetTaxes,LotSize,TotalDwellingUnits
26,Elvehjem Neighborhood Association,M-1 vacant,0.0,74000.0,1352.61,26841.0,0
26,Elvehjem Neighborhood Association,Manufacturing,0.0,8431100.0,153843.09,450193.0,0
26,Elvehjem Neighborhood Association,Medical clinic,0.0,1224000.0,22284.69,94628.0,0
26,Elvehjem Neighborhood Association,Office - 1 story,0.0,833000.0,15137.81,38176.0,0
26,Elvehjem Neighborhood Association,Office converted sm.,0.0,263000.0,4719.09,15134.94,0
26,Elvehjem Neighborhood Association,Restaurant,0.0,436500.0,7890.39,49988.0,0
26,Elvehjem Neighborhood Association,"Restaurant, drive-in",0.0,1662000.0,30290.66,48922.0,0
26,Elvehjem Neighborhood Association,Shop center neighbor,0.0,567200.0,10279.38,31384.7,0
26,Elvehjem Neighborhood Association,Single family,4401.0,465034600.0,7973328.61,15510264.28,1365
26,Elvehjem Neighborhood Association,Station -use change,0.0,294000.0,5285.72,50814.0,0
26,Elvehjem Neighborhood Association,Store & shop,0.0,385000.0,6949.06,13879.1,0
26,Elvehjem Neighborhood Association,Store 1 sty sm,0.0,185700.0,3306.16,14025.0,0
26,Elvehjem Neighborhood Association,Vacant,0.0,0.0,0.0,4179806.63,0
26,Elvehjem Neighborhood Association,Warehouse & office,0.0,5015000.0,91313.91,411458.65,0
26,Elvehjem Neighborhood Association,"Warehouse, mini type",0.0,998000.0,18153.75,41345.75,0
26,Elvehjem Neighborhood Association,Warehse cold storage,0.0,33005000.0,603192.52,478394.0,0
27,Emerson East Neighborhood Association,18 unit Apartment,0.0,1315000.0,23948.02,20605.0,18
27,Emerson East Neighborhood Association,2 Unit,477.0,46075600.0,817342.11,709845.71,267
27,Emerson East Neighborhood Association,289 unit Apartment,0.0,23612500.0,431512.05,146718.0,289
27,Emerson East Neighborhood Association,3 unit Apartment,86.0,8385200.0,151265.59,104522.0,57
27,Emerson East Neighborhood Association,4 unit Apartment,56.0,3060000.0,55315.060000000005,68575.9,36
27,Emerson East Neighborhood Association,5 unit Apartment,6.0,485000.0,8776.9,3965.0,5
27,Emerson East Neighborhood Association,6 unit Apartment,12.0,1035000.0,18741.91,11741.0,12
27,Emerson East Neighborhood Association,Apartment & office,0.0,180000.0,3201.98,6600.0,1
27,Emerson East Neighborhood Association,Apartment & store,0.0,2473300.0,44855.520000000004,21325.0,14
27,Emerson East Neighborhood Association,C-2 parking lot,0.0,335000.0,6035.12,116160.0,0
27,Emerson East Neighborhood Association,C-3 vacant,0.0,55000.0,1005.31,7986.0,0
27,Emerson East Neighborhood Association,Commercial exempt,0.0,102000.0,1776.26,2481992.0,0
27,Emerson East Neighborhood Association,"Garage, repair",0.0,1627000.0,29298.31,105350.5,0
27,Emerson East Neighborhood Association,Gas & store,0.0,3391100.0,61807.8,127113.0,0
27,Emerson East Neighborhood Association,Manufacturing,0.0,3948900.0,71827.23,194892.0,0
27,Emerson East Neighborhood Association,Office - 1 story,0.0,727100.0,13113.99,11070.0,0
27,Emerson East Neighborhood Association,Office 2 sty or lg.,0.0,1372500.0,24999.04,20299.0,0
27,Emerson East Neighborhood Association,Other,0.0,0.0,0.0,14448.0,0
27,Emerson East Neighborhood Association,Rest. w/bar & liquor,0.0,323500.0,5824.93,16421.0,0
27,Emerson East Neighborhood Association,Restaurant,0.0,636100.0,11538.78,5808.0,0
27,Emerson East Neighborhood Association,Shop & office,0.0,1535600.0,27803.949999999997,92161.0,0
27,Emerson East Neighborhood Association,"Shop, 1 story sm.",0.0,297300.0,5257.88,10079.0,0
27,Emerson East Neighborhood Association,Single family,1675.0,196757500.0,3385415.14,3054782.92,611
27,Emerson East Neighborhood Association,Store & office small,0.0,774000.0,14059.38,8800.0,0
27,Emerson East Neighborhood Association,Store & shop,0.0,1059700.0,19193.39,34848.0,0
27,Emerson East Neighborhood Association,Store 1 sty sm,0.0,53000.0,880.61,5808.0,0
27,Emerson East Neighborhood Association,Tavern,0.0,233700.0,4183.52,12292.0,0
27,Emerson East Neighborhood Association,Vacant,0.0,72900.0,1332.51,3918717.03,0
27,Emerson East Neighborhood Association,Warehouse & office,0.0,8535100.0,155567.74000000002,282105.0,0
27,Emerson East Neighborhood Association,Warehouse 1 story,0.0,6282400.0,114656.31999999999,222552.0,0
27,Emerson East Neighborhood Association,Warehouse 2+ stories,0.0,1800000.0,32813.09,141484.0,0
27,Emerson East Neighborhood Association,"Warehouse, mini type",0.0,1342000.0,24441.55,52060.0,0
29,Faircrest Neighborhood Association,2 Unit,56.0,5271000.0,94151.75,125711.23,20
29,Faircrest Neighborhood Association,20 unit Apartment,0.0,1940000.0,35372.08,24603.0,20
29,Faircrest Neighborhood Association,21 unit Apartment,0.0,6470000.0,117997.2,95475.0,63
29,Faircrest Neighborhood Association,22 unit Apartment,0.0,2215000.0,40398.64,27031.0,22
29,Faircrest Neighborhood Association,4 unit Apartment,16.0,1050000.0,19016.08,21995.97,8
29,Faircrest Neighborhood Association,8 unit Apartment,0.0,2039000.0,37093.48,49262.0,16
29,Faircrest Neighborhood Association,92 unit Apartment,0.0,9938000.0,181563.2,201785.0,92
29,Faircrest Neighborhood Association,Commercial exempt,0.0,0.0,0.0,12236.71,0
29,Faircrest Neighborhood Association,Condominium,49.0,3959500.0,67353.73999999999,68760.0,16
29,Faircrest Neighborhood Association,Office 2 sty or lg.,0.0,1932900.0,35242.29,32560.0,0
29,Faircrest Neighborhood Association,Office insur type lg,0.0,91771600.0,1677355.65,1180009.0,0
29,Faircrest Neighborhood Association,Shop center neighbor,0.0,2510300.0,45796.27,76376.0,0
29,Faircrest Neighborhood Association,Single family,1133.0,154838900.0,2715353.33,4055429.71,299
29,Faircrest Neighborhood Association,Store 1 sty sm,0.0,817800.0,14859.98,31586.0,0
29,Faircrest Neighborhood Association,Vacant,0.0,0.0,0.0,1448052.81,0
30,Glen Oak Hills Neighborhood Association,2 Unit,41.0,3620600.0,64489.42,86529.2,16
30,Glen Oak Hills Neighborhood Association,30 unit Apartment,0.0,3203000.0,58457.76,30473.5,30
30,Glen Oak Hills Neighborhood Association,49 unit Apartment,0.0,11680000.0,213404.3,34294.0,49
30,Glen Oak Hills Neighborhood Association,7 unit Apartment,9.0,0.0,0.0,10880.0,7
30,Glen Oak Hills Neighborhood Association,Apartment & store,0.0,1681300.0,30555.28,23177.0,12
30,Glen Oak Hills Neighborhood Association,C-2 parking lot,0.0,66700.0,1219.18,7596.0,0
30,Glen Oak Hills Neighborhood Association,Condominium,4.0,308100.0,5455.29,7980.0,2
30,Glen Oak Hills Neighborhood Association,Day care center,0.0,223000.0,3659.82,9380.0,0
30,Glen Oak Hills Neighborhood Association,"Garage, repair",0.0,274000.0,4920.15,11544.0,0
30,Glen Oak Hills Neighborhood Association,Single family,1085.0,137250500.0,2373535.36,3668701.31,378
30,Glen Oak Hills Neighborhood Association,Tavern,0.0,256700.0,4603.93,12351.0,0
30,Glen Oak Hills Neighborhood Association,Vacant,0.0,424800.0,7764.6900000000005,460353.08,0
31,Glendale Neighborhood Association,2 Unit,219.0,17829800.0,319525.07,575707.87,100
31,Glendale Neighborhood Association,3 unit Apartment,21.0,1271200.0,22643.0,36824.0,9
31,Glendale Neighborhood Association,4 unit Apartment,104.0,4840000.0,87169.94,165220.6,52
31,Glendale Neighborhood Association,93 unit Apartment,0.0,11021000.0,201358.8,228611.5,93
31,Glendale Neighborhood Association,Commercial exempt,0.0,0.0,0.0,67224.47,0
31,Glendale Neighborhood Association,Condominium,163.0,10077600.0,169112.37,203000.0,58
31,Glendale Neighborhood Association,Gar new car & repair,0.0,1077000.0,19597.76,49126.0,0
31,Glendale Neighborhood Association,Gar used car & fix,0.0,525000.0,9508.04,25203.68,0
31,Glendale Neighborhood Association,"Garage, repair",0.0,1032000.0,18687.079999999998,68958.0,0
31,Glendale Neighborhood Association,Gas & store,0.0,833200.0,15141.46,45638.39,0
31,Glendale Neighborhood Association,Rest drive-in w/seat,0.0,689200.0,12509.36,28617.0,0
31,Glendale Neighborhood Association,Rooming house,0.0,400000.0,7223.24,13312.0,7
31,Glendale Neighborhood Association,Shop center neighbor,0.0,3800000.0,69370.01,126369.0,0
31,Glendale Neighborhood Association,"Shop, 1 story sm.",0.0,539100.0,9765.78,19146.0,0
31,Glendale Neighborhood Association,Single family,2136.0,215612700.0,3679263.3,7694477.79,679
31,Glendale Neighborhood Association,"Station, lubrication",0.0,435400.0,7870.29,27877.8,0
31,Glendale Neighborhood Association,Store & shop,0.0,857600.0,15587.46,32296.3,0
31,Glendale Neighborhood Association,Store 1 sty lg dept.,0.0,5080000.0,92766.44,311185.0,0
31,Glendale Neighborhood Association,Store 1 sty sm,0.0,3129700.0,56941.66,111863.4,0
31,Glendale Neighborhood Association,"Store, Big Box",0.0,2105000.0,38388.02,87180.0,0
31,Glendale Neighborhood Association,Vacant,0.0,74100.0,1354.44,9827689.06,0
31,Glendale Neighborhood Association,Warehouse & office,0.0,1312800.0,23907.82,102126.0,0
32,Greenbush Neighborhood Association,18 unit Apartment,0.0,3190000.0,58132.0,18990.0,36
32,Greenbush Neighborhood Association,2 Unit,782.0,90095100.0,1623978.48,899098.61,354
32,Greenbush Neighborhood Association,3 unit Apartment,239.0,23097800.0,417706.3,206062.89,108
32,Greenbush Neighborhood Association,4 unit Apartment,130.0,13620000.0,247013.31,151183.73,88
32,Greenbush Neighborhood Association,40 unit Apartment,0.0,15625000.0,285424.68,50610.0,80
32,Greenbush Neighborhood Association,47 unit Apartment,0.0,4785000.0,87374.3,18940.0,47
32,Greenbush Neighborhood Association,5 unit Apartment,28.0,3750000.0,68103.48,36732.0,25
32,Greenbush Neighborhood Association,57 unit Apartment,0.0,11800000.0,215597.72,33303.0,57
32,Greenbush Neighborhood Association,6 unit Apartment,12.0,1350000.0,24499.61,20800.0,12
32,Greenbush Neighborhood Association,64 unit Apartment,0.0,10550000.0,192749.64,43525.0,64
32,Greenbush Neighborhood Association,7 unit Apartment,8.0,880000.0,15996.9,7200.0,7
32,Greenbush Neighborhood Association,74 unit Apartment,0.0,12250000.0,223823.02,37497.0,74
32,Greenbush Neighborhood Association,Apartment & store,0.0,4557000.0,82589.74,40020.0,19
32,Greenbush Neighborhood Association,C-2 parking lot,0.0,292000.0,5161.01,10750.0,0
32,Greenbush Neighborhood Association,Commercial Exempt Condo,0.0,40401500.0,738301.03,117828.0,0
32,Greenbush Neighborhood Association,Commercial exempt,0.0,0.0,0.0,422495.28,0
32,Greenbush Neighborhood Association,Condominium,140.0,21113300.0,366534.70999999996,146506.0,70
32,Greenbush Neighborhood Association,Condominium -apt,0.0,5911100.0,107869.53,31417.0,95
32,Greenbush Neighborhood Association,Condominium-notation,0.0,3182900.0,58090.37,11044.0,0
32,Greenbush Neighborhood Association,Day care center,0.0,315000.0,5669.57,8189.43,0
32,Greenbush Neighborhood Association,"Garage, repair",0.0,1263000.0,22909.41,23206.42,0
32,Greenbush Neighborhood Association,Gas & store,0.0,1015000.0,18464.5,20250.0,0
32,Greenbush Neighborhood Association,Hospital,0.0,3880200.0,70747.8,564826.0,0
32,Greenbush Neighborhood Association,Medical clinic,0.0,5815100.0,106202.93,73825.0,0
32,Greenbush Neighborhood Association,Office - 1 story,0.0,660000.0,11975.64,7079.0,0
32,Greenbush Neighborhood Association,Office medical,0.0,14197100.0,259324.87,162292.52,0
32,Greenbush Neighborhood Association,Pud vacant,0.0,50200.0,917.57,4141.0,0
32,Greenbush Neighborhood Association,Rest. w/bar & liquor,0.0,465000.0,8411.34,5400.0,0
32,Greenbush Neighborhood Association,Restaurant,0.0,1025000.0,18647.27,12326.0,0
32,Greenbush Neighborhood Association,Restaurant & apts.,0.0,2293100.0,41649.909999999996,18512.0,5
32,Greenbush Neighborhood Association,Restaurant & store,0.0,630000.0,11427.28,5400.0,0
32,Greenbush Neighborhood Association,Rooming house,0.0,516000.0,9343.53,9200.0,11
32,Greenbush Neighborhood Association,Single family,1355.0,165399500.0,2929532.41,1847147.67,411
32,Greenbush Neighborhood Association,Store 1 sty sm,0.0,2440300.0,44076.04,41136.15,0
32,Greenbush Neighborhood Association,Store 2 sty small,0.0,1840000.0,33456.07,9124.0,0
32,Greenbush Neighborhood Association,Tavern,0.0,140000.0,2470.84,3000.0,0
32,Greenbush Neighborhood Association,Tavern & apartment,0.0,6409700.0,117071.31,39464.0,47
32,Greenbush Neighborhood Association,Vacant,0.0,119700.0,2187.94,2922449.75,0
33,Greentree Neighborhood Association,2 Unit,312.0,20635400.0,370214.63,642368.09,106
33,Greentree Neighborhood Association,Condominium,19.0,1188100.0,20859.61,36829.1,6
33,Greentree Neighborhood Association,Golf -mini & drive,0.0,4442000.0,81104.78,1279172.0,0
33,Greentree Neighborhood Association,Other,0.0,0.0,0.0,114334.0,0
33,Greentree Neighborhood Association,Single family,2232.0,254688700.0,4418033.82,8594151.41,611
33,Greentree Neighborhood Association,Vacant,0.0,954300.0,17443.14,2820177.0300000003,0
34,Hawthorne Neighborhood Association,14 unit Apartment,0.0,779000.0,14150.77,26000.0,14
34,Hawthorne Neighborhood Association,2 Unit,172.0,12570300.0,223565.76,358144.72,100
34,Hawthorne Neighborhood Association,3 unit Apartment,4.0,313300.0,5638.49,5307.2,3
34,Hawthorne Neighborhood Association,4 unit Apartment,32.0,2085000.0,37669.86,44592.0,20
34,Hawthorne Neighborhood Association,50 unit Apartment,0.0,4315000.0,78783.42,100600.13,50
34,Hawthorne Neighborhood Association,8 unit Apartment,0.0,2257000.0,40990.03,52558.0,24
34,Hawthorne Neighborhood Association,Apartment & store,0.0,500000.0,9051.08,8280.0,4
34,Hawthorne Neighborhood Association,Apartments,0.0,3000000.0,0.0,277855.0,0
34,Hawthorne Neighborhood Association,Bowling alley,0.0,581000.0,10531.65,43164.0,0
34,Hawthorne Neighborhood Association,C-2 parking lot,0.0,11600.0,123.87,6105.0,0
34,Hawthorne Neighborhood Association,Commercial exempt,0.0,0.0,0.0,384862.0,0
34,Hawthorne Neighborhood Association,Condominium,14.0,982700.0,16120.86,27296.0,6
34,Hawthorne Neighborhood Association,Gar new car & repair,0.0,2372100.0,43270.19,64800.0,0
34,Hawthorne Neighborhood Association,Gar used car & fix,0.0,1674600.0,30344.65,62284.0,0
34,Hawthorne Neighborhood Association,"Garage, masonry sm.",0.0,361100.0,6424.0599999999995,10009.3,0
34,Hawthorne Neighborhood Association,Gas & store,0.0,2685500.0,48998.66,57733.0,0
34,Hawthorne Neighborhood Association,Laundry,0.0,2729500.0,49802.92,154638.0,0
34,Hawthorne Neighborhood Association,M-1 vacant,0.0,414500.0,7576.4400000000005,44122.0,0
34,Hawthorne Neighborhood Association,Manufacturing,0.0,4930400.0,89943.84,654461.0,0
34,Hawthorne Neighborhood Association,Motel,0.0,406200.0,7336.56,50522.0,0
34,Hawthorne Neighborhood Association,Office - 1 story,0.0,408900.0,7297.77,14274.0,0
34,Hawthorne Neighborhood Association,Office 2 sty or lg.,0.0,11832400.0,216101.77,518369.0,0
34,Hawthorne Neighborhood Association,Other,0.0,13200.0,153.12,5480.0,0
34,Hawthorne Neighborhood Association,Restaurant,0.0,827300.0,14945.470000000001,25902.55,0
34,Hawthorne Neighborhood Association,Shop & office,0.0,605900.0,10898.619999999999,36123.3,0
34,Hawthorne Neighborhood Association,Shop center neighbor,0.0,840100.0,15267.6,87339.0,0
34,Hawthorne Neighborhood Association,"Shop, 1 story sm.",0.0,90100.0,1558.74,8441.0,0
34,Hawthorne Neighborhood Association,Single family,818.0,74924300.0,1258942.11,2379886.56,305
34,Hawthorne Neighborhood Association,"Station, lubrication",0.0,408500.0,7378.6,11685.0,0
34,Hawthorne Neighborhood Association,Store 1 sty sm,0.0,2451800.0,44638.84,119349.0,0
34,Hawthorne Neighborhood Association,Store-warehse 1 sty.,0.0,5082900.0,92731.32,237645.0,0
34,Hawthorne Neighborhood Association,Tank storage,0.0,1911000.0,34753.83,267654.0,0
34,Hawthorne Neighborhood Association,"Terminal, truck",0.0,424000.0,7661.93,85000.0,0
34,Hawthorne Neighborhood Association,Vacant,0.0,126600.0,2314.05,671224.7,0
34,Hawthorne Neighborhood Association,Warehouse & office,0.0,15050500.0,274218.47000000003,1335346.5,0
34,Hawthorne Neighborhood Association,Warehouse 1 story,0.0,2032000.0,36877.39,141027.0,0
34,Hawthorne Neighborhood Association,"Warehouse, mini type",0.0,2004000.0,36541.89,214881.0,0
34,Hawthorne Neighborhood Association,"Warehouse, small",0.0,215500.0,3850.86,4800.0,0
35,Hiestand Neighborhood Association,110 unit Apartment,0.0,12380000.0,226199.22,266151.6,110
35,Hiestand Neighborhood Association,2 Unit,500.0,34786500.0,619643.26,1138304.47,174
35,Hiestand Neighborhood Association,272 unit Apartment,0.0,40800000.0,745673.13,843425.0,272
35,Hiestand Neighborhood Association,316 unit Apartment,0.0,28560000.0,521944.75,848191.0,316
35,Hiestand Neighborhood Association,4 unit Apartment,233.0,13705000.0,248302.56,374169.43,104
35,Hiestand Neighborhood Association,88 unit Apartment,0.0,7628000.0,139339.97,219606.0,88
35,Hiestand Neighborhood Association,Commercial exempt,0.0,110000.0,1922.49,318440.0,0
35,Hiestand Neighborhood Association,Condominium,120.0,9061200.0,151902.32,218122.37,44
35,Hiestand Neighborhood Association,Day care center,0.0,307100.0,5525.17,20179.18,0
35,Hiestand Neighborhood Association,M-1 vacant,0.0,194000.0,3546.02,35074.0,0
35,Hiestand Neighborhood Association,Medical clinic,0.0,5386500.0,98280.65,168003.0,0
35,Hiestand Neighborhood Association,Nursing home,0.0,1806000.0,32834.62,75886.0,0
35,Hiestand Neighborhood Association,Office - 1 story,0.0,1250000.0,22759.94,44706.0,0
35,Hiestand Neighborhood Association,Office insur type lg,0.0,13696000.0,250253.69,1802251.0,0
35,Hiestand Neighborhood Association,Single family,956.0,98054500.0,1676021.15,3266530.41,299
35,Hiestand Neighborhood Association,Vacant,0.0,0.0,0.0,3118722.14,0
35,Hiestand Neighborhood Association,Veterinarian clinic,0.0,605000.0,10970.32,31754.0,0
36,Heritage Heights Community Association,2 Unit,26.0,1824800.0,32257.52,58921.0,10
36,Heritage Heights Community Association,Other,0.0,140300.0,2476.32,78460.0,0
36,Heritage Heights Community Association,Single family,2672.0,283897400.0,4868427.92,9369875.85,811
36,Heritage Heights Community Association,Vacant,0.0,0.0,0.0,4078784.28,0
37,Highland Manor Home Owners Association,Commercial exempt,0.0,0.0,0.0,198271.0,0
37,Highland Manor Home Owners Association,Mobile home park,0.0,9660000.0,176393.63999999998,2741964.0,0
37,Highland Manor Home Owners Association,Shop & house,0.0,352000.0,6345.87,92610.0,0
37,Highland Manor Home Owners Association,Tavern,0.0,365000.0,6583.48,37282.64,0
37,Highland Manor Home Owners Association,Vacant,0.0,0.0,0.0,7410087.41,0
38,"Hill Farms, University Neighborhood Association",144 unit Apartment,0.0,17040000.0,311376.85,422451.0,144
38,"Hill Farms, University Neighborhood Association",2 Unit,164.0,16012200.0,286576.3,404804.8,66
38,"Hill Farms, University Neighborhood Association",234 unit Apartment,0.0,44240000.0,808551.05,441742.0,234
38,"Hill Farms, University Neighborhood Association",24 unit Apartment,0.0,3589000.0,65513.25,51376.0,24
38,"Hill Farms, University Neighborhood Association",6 unit Apartment,12.0,695000.0,12615.37,14683.2,6
38,"Hill Farms, University Neighborhood Association",96 unit Apartment,0.0,16560000.0,302603.19,251597.0,96
38,"Hill Farms, University Neighborhood Association",Condominium,11.0,892900.0,15640.12,24320.0,4
38,"Hill Farms, University Neighborhood Association",Condominium-notation,0.0,10119000.0,184783.47,76777.36,48
38,"Hill Farms, University Neighborhood Association",Single family,3313.0,501628100.0,8803193.99,11910445.06,943
38,"Hill Farms, University Neighborhood Association",Swimming/Fitness Club,0.0,532000.0,9635.99,104609.0,0
38,"Hill Farms, University Neighborhood Association",Vacant,0.0,177800.0,3249.91,4225883.03,0
39,Indian Springs Neighborhood Association,122 unit Apartment,0.0,10540000.0,192566.85,255800.05,122
39,Indian Springs Neighborhood Association,140 unit Apartment,0.0,11170000.0,204082.28,379470.0,140
39,Indian Springs Neighborhood Association,2 Unit,74.0,4243300.0,73701.85,199306.83,28
39,Indian Springs Neighborhood Association,3 unit Apartment,6.0,407600.0,7362.15,15028.2,3
39,Indian Springs Neighborhood Association,Condominium,367.0,29161800.0,470429.09,705306.430961441,201
39,Indian Springs Neighborhood Association,R-4 vacant,0.0,4200.0,76.77,1407.0,0
39,Indian Springs Neighborhood Association,Single family,1400.0,145829900.0,2489808.39,4220030.56,461
39,Indian Springs Neighborhood Association,Vacant,0.0,216900.0,3964.49,5953207.66,0
41,Kennedy Heights Neighborhood Association,Commercial exempt,0.0,876000.0,15923.78,318434.0,0
41,Kennedy Heights Neighborhood Association,Single family,17.0,1454500.0,24416.5,74254.0,6
41,Kennedy Heights Neighborhood Association,Vacant,0.0,48100.0,879.2,18942.0,0
42,Lake Edge Neighborhood Association,2 Unit,95.0,8408700.0,150358.11,224293.4,46
42,Lake Edge Neighborhood Association,4 unit Apartment,87.0,5379000.0,97022.0,141162.0,44
42,Lake Edge Neighborhood Association,8 unit Apartment,0.0,1066000.0,19396.69,19700.08,8
42,Lake Edge Neighborhood Association,9 unit Apartment,0.0,1906000.0,34750.6,18066.0,9
42,Lake Edge Neighborhood Association,Apartment & office,0.0,705000.0,12798.17,9275.3,3
42,Lake Edge Neighborhood Association,Apartment & store,0.0,1018000.0,18431.15,16170.5,6
42,Lake Edge Neighborhood Association,C-1 parking lot,0.0,78000.0,1337.57,14010.0,0
42,Lake Edge Neighborhood Association,C-1 vacant,0.0,1049800.0,19188.72,38184.0,0
42,Lake Edge Neighborhood Association,C-2 parking lot,0.0,53000.0,880.61,10535.6,0
42,Lake Edge Neighborhood Association,Commercial exempt,0.0,0.0,0.0,267729.8,0
42,Lake Edge Neighborhood Association,"Garage, frame sm.",0.0,121000.0,2123.55,32662.15,0
42,Lake Edge Neighborhood Association,"Garage, masonry sm.",0.0,349000.0,6291.04,13500.0,0
42,Lake Edge Neighborhood Association,Gas & store,0.0,2504700.0,45605.78,43740.6,0
42,Lake Edge Neighborhood Association,Medical clinic,0.0,564100.0,10222.73,21471.3,0
42,Lake Edge Neighborhood Association,Other,0.0,211300.0,3685.94,107889.0,0
42,Lake Edge Neighborhood Association,Restaurant,0.0,159000.0,2818.13,8440.7,0
42,Lake Edge Neighborhood Association,Rooming house,0.0,905000.0,16365.720000000001,42330.25,22
42,Lake Edge Neighborhood Association,Shop center neighbor,0.0,10555900.0,192504.88,425160.17,0
42,Lake Edge Neighborhood Association,Single family,2950.0,322367000.0,5520003.86,12157341.23,1029
42,Lake Edge Neighborhood Association,"Station, 2 bay",0.0,289200.0,5197.98,14845.9,0
42,Lake Edge Neighborhood Association,Store & shop,0.0,2342300.0,42549.18,73864.90000000001,0
42,Lake Edge Neighborhood Association,Store 1 sty sm,0.0,560600.0,10158.75,21794.7,0
42,Lake Edge Neighborhood Association,"Store, Big Box",0.0,2105000.0,38388.02,87180.0,0
42,Lake Edge Neighborhood Association,Tavern,0.0,201000.0,3585.82,64930.0,0
42,Lake Edge Neighborhood Association,Tavern & apartment,0.0,749000.0,13514.27,21121.2,2
42,Lake Edge Neighborhood Association,Vacant,0.0,233900.0,4275.34,5298863.06,0
43,Lake View Hill Neighborhood Association,128 unit Apartment,0.0,7491000.0,136835.82,310408.0,128
43,Lake View Hill Neighborhood Association,2 Unit,32.0,2113800.0,36379.299999999996,80480.0,14
43,Lake View Hill Neighborhood Association,"Bank, s & l",0.0,1939500.0,35362.93,108314.0,0
43,Lake View Hill Neighborhood Association,Condominium,4.0,288000.0,5087.9,9960.0,2
43,Lake View Hill Neighborhood Association,Gas & store,0.0,1627200.0,29654.56,38436.0,0
43,Lake View Hill Neighborhood Association,Medical clinic,0.0,1157300.0,21065.5,79866.0,0
43,Lake View Hill Neighborhood Association,Other,0.0,0.0,0.0,2107132.0,0
43,Lake View Hill Neighborhood Association,Single family,1133.0,115583700.0,1970985.85,6025569.43,370
43,Lake View Hill Neighborhood Association,Vacant,0.0,214100.0,3913.3999999999996,415210.5,0
44,Campus Area Neighborhood Association,10 unit Apartment,0.0,2846000.0,51932.36,12800.0,10
44,Campus Area Neighborhood Association,11 unit Apartment,0.0,1918000.0,34969.96,7128.0,11
44,Campus Area Neighborhood Association,110 unit Apartment,0.0,3980000.0,72660.14,13068.0,110
44,Campus Area Neighborhood Association,115 unit Apartment,0.0,26620000.0,486484.53,21780.0,115
44,Campus Area Neighborhood Association,117 unit Apartment,0.0,19320000.0,353051.76,22481.0,117
44,Campus Area Neighborhood Association,12 unit Apartment,0.0,16845000.0,307283.68,67971.1,84
44,Campus Area Neighborhood Association,121 unit Apartment,0.0,11097000.0,202747.95,23111.0,121
44,Campus Area Neighborhood Association,126 unit Apartment,0.0,26820000.0,490140.24,17336.0,126
44,Campus Area Neighborhood Association,13 unit Apartment,0.0,6634000.0,120906.70999999999,23098.0,52
44,Campus Area Neighborhood Association,14 unit Apartment,0.0,11620000.0,211955.0,49261.0,70
44,Campus Area Neighborhood Association,142 unit Apartment,0.0,4260000.0,77866.26,28616.0,142
44,Campus Area Neighborhood Association,15 unit Apartment,0.0,6505000.0,118636.95,23592.0,45
44,Campus Area Neighborhood Association,155 unit Apartment,0.0,32457000.0,593175.92,27933.0,155
44,Campus Area Neighborhood Association,16 unit Apartment,0.0,7342000.0,134024.17,21248.0,32
44,Campus Area Neighborhood Association,165 unit Apartment,0.0,5340100.0,97608.81,35023.0,165
44,Campus Area Neighborhood Association,17 unit Apartment,0.0,4039000.0,73650.42,16594.1,34
44,Campus Area Neighborhood Association,18 unit Apartment,0.0,9919000.0,181039.61,32150.0,54
44,Campus Area Neighborhood Association,19 unit Apartment,0.0,12558000.0,229188.34,34547.67,76
44,Campus Area Neighborhood Association,2 Unit,121.0,8753500.0,158325.63999999998,57421.5,38
44,Campus Area Neighborhood Association,20 unit Apartment,0.0,6633000.0,121064.74,14101.2,40
44,Campus Area Neighborhood Association,22 unit Apartment,0.0,5350000.0,97701.62,22422.0,22
44,Campus Area Neighborhood Association,229 unit Apartment,0.0,16695000.0,305070.78,45402.0,229
44,Campus Area Neighborhood Association,23 unit Apartment,0.0,3958000.0,72258.01,13216.0,23
44,Campus Area Neighborhood Association,231 unit Apartment,0.0,32501000.0,593980.17,21645.0,231
44,Campus Area Neighborhood Association,24 unit Apartment,0.0,14050000.0,256547.94,55364.41,72
44,Campus Area Neighborhood Association,242 unit Apartment,0.0,21513500.0,393145.57,97046.0,242
44,Campus Area Neighborhood Association,25 unit Apartment,0.0,9934000.0,181401.95,22063.0,50
44,Campus Area Neighborhood Association,26 unit Apartment,0.0,6000000.0,109582.63,42080.0,26
44,Campus Area Neighborhood Association,27 unit Apartment,0.0,11155000.0,203808.1,9188.0,27
44,Campus Area Neighborhood Association,28 unit Apartment,0.0,9935000.0,181420.22999999998,15348.92,56
44,Campus Area Neighborhood Association,3 unit Apartment,183.0,13960000.0,253756.96,70213.13,54
44,Campus Area Neighborhood Association,30 unit Apartment,0.0,17524000.0,320047.33999999997,24252.0,90
44,Campus Area Neighborhood Association,313 unit Apartment,0.0,102270000.0,1869250.26,70702.0,313
44,Campus Area Neighborhood Association,34 unit Apartment,0.0,5758000.0,105159.25,21365.0,34
44,Campus Area Neighborhood Association,341 unit Apartment,0.0,10230000.0,186988.68,46996.0,341
44,Campus Area Neighborhood Association,348 unit Apartment,0.0,87095000.0,1591874.59,42936.0,348
44,Campus Area Neighborhood Association,36 unit Apartment,0.0,6750000.0,123291.48,9636.0,36
44,Campus Area Neighborhood Association,37 unit Apartment,0.0,3800000.0,69370.01,6445.0,37
